Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCW42,3411.8113769746465,OUT045
NCX06,2934.657796567348,OUT049
FDC37,3192.972882959281,OUT027
FDZ14,1727.678243507723,OUT018
DRG49,3947.4228777248586,OUT049
NCG06,3959.9775236510764,OUT045
DRC36,2721.4826507172697,OUT045
FDV21,61.84345548916099,OUT019
FDB53,2359.1871189213275,OUT046
DRP47,2042.0399937840261,OUT019
FDA14,2352.9542704013106,OUT013
DRC24,2568.0142576781022,OUT035
FDW21,1414.2307356969982,OUT018
NCH29,1556.3664567155172,OUT046
FDU58,3079.4614083115594,OUT013
FDY27,2946.1383289119235,OUT017
FDV56,1948.6696161737182,OUT035
FDT59,3656.4986980289636,OUT046
FDB23,3621.7863019709775,OUT046
FDR49,698.2293255207394,OUT045
FDB03,1908.5640273229305,OUT010
FDN39,2617.7489636727946,OUT045
FDX02,4985.386547931817,OUT027
FDQ16,3188.620677298822,OUT027
FDU35,1341.9136361211495,OUT018
NCT29,1957.440221181339,OUT013
FDZ27,830.1602370792833,OUT046
FDN57,2345.9125066000797,OUT017
FDA03,2099.1734614197626,OUT018
FDZ36,2920.1391702358924,OUT045
NCU05,1322.2269737111037,OUT013
FDT39,2179.9642027282207,OUT018
FDK60,1722.706799739267,OUT017
FDZ25,2857.677216028897,OUT017
FDG12,2037.0365417758417,OUT046
DRB01,1127.08234151531,OUT019
NCC43,5377.826340261956,OUT027
FDX13,2035.6506729073508,OUT019
FDM22,1028.1974819986558,OUT049
FDJ03,2306.3592630393673,OUT027
FDU14,3678.050702208261,OUT018
FDB33,624.7853673560553,OUT010
FDP27,3005.285512693677,OUT046
FDO38,-669.6718016595421,OUT010
FDE28,5152.78804427566,OUT027
FDO27,1701.4368266255312,OUT035
DRL23,3166.7417310178284,OUT027
FDS28,963.0151564768134,OUT046
FDX24,1547.7067224619066,OUT013
FDZ02,1746.65681258269,OUT035
FDL46,1812.4663270003368,OUT045
FDS60,4294.987836984927,OUT027
NCO06,635.5627003641777,OUT017
FDO16,1527.6967674370326,OUT035
FDC60,1538.2044094468163,OUT049
FDA48,3199.4331643135647,OUT018
FDZ36,4452.523478315363,OUT027
FDK27,1877.278848566706,OUT045
FDW23,378.3928512197384,OUT018
FDM14,1509.8954537273555,OUT018
FDM14,1787.4337248224203,OUT013
FDW60,2603.2340337991955,OUT018
FDE21,1909.995318558941,OUT013
NCM42,1881.6465228828733,OUT035
FDY59,-372.4832399242474,OUT010
DRI49,1380.7719378993804,OUT049
FDT28,510.44073402713764,OUT019
FDQ22,408.8303423499458,OUT018
FDR60,1335.1034714189911,OUT049
FDC50,-393.41114387129073,OUT019
FDV24,2457.7567364769893,OUT013
DRF48,1026.2896139762386,OUT010
FDQ47,638.5136151047271,OUT046
DRN36,1662.9143151082744,OUT049
NCY06,2173.6394047370654,OUT035
FDE52,1658.9045023016643,OUT035
NCB54,1936.7469199699917,OUT045
NCF31,2548.2554505353246,OUT035
FDJ08,4448.1799037828205,OUT027
NCC07,1786.8726880922948,OUT017
NCD19,2357.666290690914,OUT027
FDL46,2012.1464187049942,OUT049
FDM20,3834.188368218961,OUT045
NCI06,918.4146327275021,OUT010
DRM11,4219.636613283255,OUT035
NCH07,2205.8436782728268,OUT018
FDS23,2083.0715871468924,OUT013
FDO49,599.2623551661327,OUT018
FDS35,1164.0790274493982,OUT049
DRK39,1276.4686936433186,OUT045
DRI39,1036.6408876656938,OUT049
FDV04,2639.3072133187134,OUT017
NCN14,3008.739652001104,OUT035
FDH08,3688.2790116376573,OUT013
FDS20,2911.0712505568745,OUT046
FDV40,1357.2054694075118,OUT049
FDZ48,-140.38081641831684,OUT010
FDS24,2910.4954089300395,OUT027
FDK44,2861.529133635574,OUT049
FDS48,2343.025157074018,OUT045
FDK26,1104.7808860482085,OUT010
FDD23,2971.976819328398,OUT045
NCH54,2636.2963637871835,OUT017
NCP14,-248.75873716525678,OUT010
FDM60,-1182.7515105618882,OUT010
FDV24,2522.517392632407,OUT017
FDH08,3345.3451064552282,OUT018
FDS12,3463.2209514351657,OUT027
FDR39,4318.266187086681,OUT027
FDP12,2124.9411649499025,OUT027
DRF60,5187.343785772617,OUT027
FDC09,1848.308841247182,OUT035
FDF50,2887.3629552343236,OUT018
FDG28,4054.644916958476,OUT035
NCE19,983.1758168064691,OUT017
NCM53,-199.57541250924362,OUT010
NCN18,1850.1700920286564,OUT049
FDF32,3316.7018072179544,OUT035
FDF11,3872.0117201419334,OUT013
DRI59,3662.235810868609,OUT049
NCG54,2811.0667839730318,OUT035
FDM44,1636.9541043533966,OUT046
FDT57,3465.22352484915,OUT018
FDV24,2417.767417586693,OUT046
FDI50,1769.6779822953886,OUT019
FDS09,1033.7263102436139,OUT035
NCC31,3895.29701756672,OUT027
FDQ07,1596.874912158789,OUT019
FDC22,3171.2668006663835,OUT017
FDZ56,2695.5655822072936,OUT046
FDZ40,-1001.4129627259852,OUT019
FDS46,3393.252306643612,OUT027
DRD24,2162.212884214966,OUT045
FDV45,3106.209095684117,OUT017
FDL26,2418.388893461537,OUT045
FDA56,1706.2200422318892,OUT018
FDN27,1918.6301710706593,OUT046
FDM20,3981.5408455069887,OUT049
FDO16,1458.5061132029455,OUT017
FDL03,3302.176664327377,OUT035
FDE58,1910.4939879624667,OUT046
FDI02,3288.0051643178417,OUT027
NCC55,-1234.9709625315907,OUT019
FDR03,3051.789087663484,OUT018
FDB14,1641.096609456793,OUT017
FDR45,3851.038063224111,OUT013
NCN07,2156.861960559408,OUT017
FDM51,-182.12547213125436,OUT019
FDT52,5361.346311252992,OUT027
FDL26,2463.184288409797,OUT046
NCZ42,3763.994706938059,OUT046
DRI47,416.1436510774939,OUT019
FDW40,2317.5823188118434,OUT013
FDN34,2741.2158557100183,OUT046
FDS01,2988.2227219835845,OUT035
NCG55,1789.8945544249946,OUT045
FDC11,1548.8170241423813,OUT035
FDX35,3341.4261159537396,OUT018
NCB06,2519.300488331635,OUT046
FDR09,2188.813037162683,OUT019
FDC53,1675.5069024369072,OUT017
FDY45,4072.9818133059257,OUT013
FDA22,767.4054960112658,OUT010
FDE02,1671.88707847371,OUT035
FDW21,1625.6588007861694,OUT045
FDV34,1254.3316160349652,OUT046
FDS59,1894.0940441326898,OUT049
NCW17,2129.9867075300144,OUT017
NCK54,1925.7426090531358,OUT046
FDG17,2008.8532616356533,OUT019
FDG35,2912.0364129691225,OUT017
FDD08,-1267.521404857561,OUT010
NCO07,3427.5729736931326,OUT017
FDJ10,362.69803717828836,OUT010
FDW36,1779.2240005807503,OUT017
FDW21,-266.68930364601704,OUT010
FDY19,2001.4903138400123,OUT017
DRE03,811.7170774169786,OUT013
NCC55,737.2149118856794,OUT049
FDH52,-817.7089413151465,OUT010
FDO09,4312.7401256076955,OUT017
FDU43,3764.0986587783377,OUT045
FDX09,855.5753466153469,OUT010
FDH40,-521.0125802580769,OUT019
FDW58,1805.4398573935432,OUT017
FDC47,3678.609804928785,OUT017
NCR41,1667.89188829048,OUT035
DRG49,3986.157991573126,OUT035
FDC52,3936.9100041463294,OUT027
FDY13,1223.316760066651,OUT046
FDY35,820.2630670884887,OUT013
FDI35,2997.773533069185,OUT017
NCU18,2324.095506993592,OUT049
FDY33,2287.3952569713656,OUT018
FDC15,3932.222783112295,OUT027
FDU01,3115.0534971941424,OUT049
NCU42,2680.6810021058504,OUT046
NCV29,2526.897696628212,OUT018
NCY30,2985.0071908439368,OUT017
FDQ46,1894.875183740569,OUT049
FDG58,3943.6476225591864,OUT027
FDK33,3485.2771766393466,OUT017
NCD07,1791.5043666522467,OUT045
NCX29,3714.963919515901,OUT027
NCT42,2374.0715503277875,OUT013
DRN59,914.1742929761949,OUT035
FDI44,1427.4720052622063,OUT035
FDA45,2923.2471656010766,OUT049
FDP31,1035.5110497306844,OUT045
FDY01,1870.6788073911107,OUT046
FDT09,1901.61959557087,OUT018
DRH03,2977.0362102390804,OUT027
FDA36,2696.4332508299,OUT018
NCF31,2519.464184327014,OUT017
FDG14,2557.4328944082863,OUT049
FDG28,5385.588689713797,OUT027
FDU14,4061.495207660663,OUT049
FDY47,246.56167445924928,OUT019
FDI56,1549.4672332942432,OUT049
DRD01,989.6789580680606,OUT013
FDM22,961.0647901882135,OUT046
FDH33,738.4168045052796,OUT013
DRZ24,1927.906105342985,OUT013
NCQ38,1676.006113464856,OUT046
FDO16,2824.4457413445793,OUT027
FDU07,3828.7708117537964,OUT027
NCB07,3081.9958192766153,OUT013
FDU48,2041.8316391533403,OUT045
NCM43,2534.5520285405896,OUT045
FDR31,426.3000111730421,OUT010
DRK49,416.78421736489895,OUT018
NCI30,1914.8573248676166,OUT010
DRD60,2966.6831620372654,OUT017
NCG19,3676.3408189801494,OUT046
FDH12,1825.412318153533,OUT035
FDM32,1652.1512066405098,OUT035
FDM27,2656.468043828717,OUT035
NCU53,4067.8413284083904,OUT027
NCQ18,1554.7383375692098,OUT046
FDS10,2888.93594799271,OUT013
FDB33,3962.3334162066635,OUT027
FDI12,1461.1709699050236,OUT013
NCW42,3507.497321761919,OUT013
NCC06,1757.113906422138,OUT018
FDW02,2171.885524502153,OUT017
NCD43,1766.3876433464095,OUT017
FDM57,1108.7714204639985,OUT018
FDA58,3851.985522104246,OUT017
FDK56,2938.4332260014403,OUT046
FDP52,3632.727217195684,OUT045
FDW20,1726.2323659495783,OUT018
FDS52,1724.8751261212838,OUT049
NCT29,1614.4692403095676,OUT018
NCL54,2832.5798535884574,OUT013
FDC05,3105.6910455544753,OUT045
FDF34,3314.876585501614,OUT035
FDP03,3486.361771722995,OUT027
FDD32,-511.5132454830195,OUT010
FDZ10,1981.2900916824033,OUT045
FDZ40,1043.6115069571224,OUT035
FDD51,464.1574607436917,OUT018
NCY30,938.1066041829713,OUT019
FDP58,3541.3987776838326,OUT017
FDV49,4279.58295034074,OUT017
FDY24,-995.8182946005118,OUT019
NCO55,1788.2171468345955,OUT017
FDR13,2019.0326937411096,OUT017
FDS51,1136.8036924161256,OUT017
FDP26,1617.5604885192624,OUT045
NCB54,3491.183510051708,OUT027
FDF32,3244.4379722766307,OUT017
FDN31,2720.3864666048576,OUT018
DRM48,692.8386511357262,OUT017
FDN20,2801.31004749107,OUT049
DRL01,3710.758047655641,OUT046
FDV56,1875.735087769457,OUT049
DRH13,3174.0088014674507,OUT027
FDA03,2478.851399520006,OUT017
FDF47,4988.008461260604,OUT027
FDX32,2375.7005418926174,OUT046
FDX57,1709.0865366795517,OUT049
NCA30,2918.577305136446,OUT045
FDO49,909.4839711372817,OUT013
FDL04,-225.6924093888165,OUT019
DRM48,752.8237332079809,OUT035
FDR16,3429.5888883515686,OUT013
NCC19,2746.4133610602657,OUT018
NCE42,3644.372473647275,OUT045
FDY24,1048.894010082326,OUT017
FDH19,2890.9626220584587,OUT049
FDJ46,2805.119430246351,OUT013
FDN45,1614.5430476611766,OUT010
FDY08,2391.0681493791594,OUT035
FDZ37,1615.3651470194943,OUT035
NCT30,688.4318167955194,OUT045
DRY23,445.05214707971504,OUT018
NCZ30,1655.2070257863077,OUT018
FDC44,1526.924089301877,OUT018
FDB45,1838.0282502758926,OUT035
FDY04,2672.162043995762,OUT013
FDM27,2554.490037895788,OUT046
FDZ43,3960.8060201084504,OUT017
FDT39,557.8542238994409,OUT019
NCC06,108.7741780213247,OUT019
FDL15,3895.977834908735,OUT027
FDL57,4206.174477930346,OUT017
FDU08,1605.234420576751,OUT046
FDK40,4304.523939782479,OUT017
FDQ12,1708.2621251448866,OUT010
FDS48,2529.695820255802,OUT017
FDP09,3290.8203250562888,OUT045
FDW21,1763.67055182838,OUT049
FDY25,3041.0468163552673,OUT035
DRE13,1476.5084318083927,OUT017
FDV43,-1183.6694817798534,OUT019
FDD22,1718.4118222157074,OUT045
FDM46,-445.59254112170044,OUT019
NCO30,1011.757888631289,OUT010
FDM25,2803.838075077069,OUT046
NCN41,2036.0299967645938,OUT049
FDU24,1481.0501268385808,OUT045
FDZ50,2955.191328604416,OUT046
FDP45,4047.7357171213275,OUT013
NCM54,1928.0237773745944,OUT045
FDW10,901.0128880024863,OUT019
FDP20,2159.1916799610613,OUT017
FDK32,2459.2415522321403,OUT046
FDN52,1544.5393185280238,OUT049
FDM58,1763.735564883569,OUT045
FDZ46,3234.6314573745817,OUT027
NCA18,1575.437886538373,OUT018
FDD35,1976.6063879423787,OUT046
NCK31,945.7432804309819,OUT035
FDI40,3097.5999318750332,OUT027
FDT50,-293.8149467489284,OUT019
NCT06,2604.995053801934,OUT046
FDT31,3131.6456032577835,OUT035
FDT45,990.0116427439596,OUT049
FDT13,2916.9903978223233,OUT045
FDO50,1418.27675436036,OUT045
NCU18,299.2391623819964,OUT010
NCR54,3162.896536245708,OUT049
NCO18,2529.4749865636536,OUT018
FDU09,903.5930632072025,OUT045
FDT13,2714.8758885692373,OUT018
FDE09,1813.6608540879108,OUT046
NCK53,-283.504064036244,OUT019
FDG45,3470.394187759958,OUT049
DRH15,881.245584559736,OUT035
FDO21,1705.1043481275574,OUT019
FDD14,4345.4272538237165,OUT027
FDC09,1703.92015592019,OUT046
FDH45,2211.5325358469986,OUT027
FDV32,1061.7159891837923,OUT046
FDG12,2134.74459557048,OUT035
FDS32,2319.435326518902,OUT013
NCL55,3676.992225259812,OUT018
DRE01,3949.330645687495,OUT035
DRE15,1355.6935615209145,OUT049
NCL42,3813.789220791318,OUT045
FDP31,1107.9175469461218,OUT013
FDN33,1267.7481101496305,OUT018
FDZ59,2648.5279226482257,OUT046
FDE45,926.717425636135,OUT010
FDJ07,1948.1482995603842,OUT013
FDQ45,2718.9428046098533,OUT018
FDM33,4919.044031041487,OUT027
FDO15,-626.5693297536577,OUT010
FDM46,1499.853063869479,OUT013
FDR03,3258.548237414604,OUT045
FDY49,2421.63444978548,OUT018
FDQ60,1866.456782275774,OUT045
FDW10,2899.6520986857477,OUT049
FDO51,902.1757214657948,OUT049
FDJ40,1522.174989985113,OUT018
FDS20,2622.1369407270463,OUT018
FDU45,1880.0828203321125,OUT013
FDV02,2842.608164260502,OUT035
FDN09,3840.506994265854,OUT046
NCM55,4382.409694263897,OUT027
FDN23,2073.6174711806607,OUT018
FDY31,398.46708516196077,OUT010
FDW03,-153.7697983338977,OUT010
FDD14,2882.318892248897,OUT046
FDV23,2112.686143779648,OUT017
DRI03,2723.598473830552,OUT045
FDN13,1725.9243428526693,OUT035
FDF45,2495.5114710562425,OUT027
FDU46,1614.2441303694159,OUT035
FDB57,3665.295583722167,OUT049
FDV12,1751.1910020026073,OUT049
FDQ58,2475.9121393724026,OUT013
NCA18,1936.4292452533618,OUT017
FDH52,1158.5252232013056,OUT049
FDM24,2161.078649560424,OUT018
NCP43,4304.172025745702,OUT027
NCO18,883.0856346900791,OUT019
FDM32,1603.2658091080884,OUT017
NCL07,736.3082106275673,OUT017
FDK03,4065.7295655006014,OUT013
FDP59,1789.6728850420932,OUT017
FDQ24,4057.782457359421,OUT049
FDQ16,1489.621004730551,OUT018
FDU44,2628.258138153102,OUT013
FDH28,-1230.857304512796,OUT010
FDV28,-1266.3368928058796,OUT019
FDM22,874.6177056551014,OUT045
FDR56,3139.9025627700526,OUT046
FDV39,3244.1717344215785,OUT049
FDU37,-551.757289128634,OUT019
FDQ11,2138.308853825092,OUT010
FDX02,3472.9864989549696,OUT045
NCS42,1190.027441048869,OUT018
FDY57,3013.838151149555,OUT027
FDB21,3905.261571505505,OUT049
FDE28,3771.116198723498,OUT017
FDQ55,1980.0575358146184,OUT017
FDA48,3611.1918235220246,OUT049
FDZ19,2693.775424941612,OUT045
NCC43,3887.1671892243753,OUT045
NCV18,1292.011422123027,OUT046
NCA42,2252.1457226496127,OUT018
FDY45,4071.6419055798565,OUT046
NCC30,2750.4222675456253,OUT045
FDM57,1453.3081400424783,OUT013
FDL09,745.3856973380939,OUT010
FDB09,3445.057764709744,OUT027
FDT44,2046.3134216684693,OUT035
NCT06,4047.677367428319,OUT027
FDX26,3003.4399905142263,OUT049
FDK32,2521.0110102699264,OUT013
DRA12,2286.4227305776553,OUT046
FDO46,1137.0014208803534,OUT010
FDE52,1500.0426103964212,OUT013
NCH42,3542.6881863777257,OUT045
FDV08,889.4425053694949,OUT035
FDB47,3055.1603508794747,OUT018
FDC28,-108.7090500008211,OUT010
FDD22,1817.6895899700594,OUT046
FDS07,3307.8246482345044,OUT027
DRI13,3361.859529070473,OUT045
FDG32,3223.2103167557702,OUT018
FDU14,4068.3668381484517,OUT017
FDD28,-892.5414409325335,OUT019
NCP41,1842.3101057048166,OUT017
FDS08,2874.183068403553,OUT049
FDX47,2482.1840559531847,OUT045
FDC53,-265.4232099919011,OUT019
FDQ19,4012.4585536617155,OUT035
FDL14,2441.902480037902,OUT045
FDM33,1602.85446484579,OUT019
FDA51,1773.4579427936524,OUT045
FDZ27,561.5243088610714,OUT018
FDT04,705.2457693974525,OUT046
DRC13,2142.785991635002,OUT049
FDR16,4886.797155877835,OUT027
FDQ03,5230.140461235935,OUT027
FDE38,2814.33872310035,OUT035
DRH23,2355.9461451496068,OUT027
FDT11,1126.053896304637,OUT019
FDD09,3014.138552419493,OUT035
FDR40,1322.1974744646873,OUT045
FDX07,3092.557091861348,OUT017
FDR07,1703.0910290644813,OUT035
FDA51,1960.2373849742098,OUT017
FDT59,1763.2563936712568,OUT019
FDF20,3197.098030748289,OUT017
FDR13,1819.7296065460373,OUT045
FDY26,3474.154073479256,OUT049
FDW04,2237.905786552813,OUT017
FDK52,3696.47029584274,OUT017
FDN60,2591.6836107688187,OUT049
FDM09,841.4347622293944,OUT019
FDP46,1536.7650350270965,OUT049
FDB50,-646.5660155263738,OUT019
NCQ29,4145.5731850537595,OUT049
FDP16,5330.288875485658,OUT027
FDX33,2321.178498421948,OUT018
FDP07,1144.2947775642308,OUT010
FDN22,4004.9829486053136,OUT046
FDF39,4282.416783384577,OUT049
FDS21,1151.3318272324723,OUT017
NCM42,1733.6855912317556,OUT013
FDK50,728.3140159351868,OUT019
DRF13,3791.0670317645668,OUT027
FDH35,2339.888939515241,OUT018
FDP60,1360.6941959602605,OUT018
DRJ49,3541.889896374478,OUT027
NCT42,451.2236112509755,OUT019
FDE38,2766.2840619763765,OUT049
FDI04,3279.6724011413226,OUT049
NCH54,2409.027986947416,OUT045
FDT56,1096.40369440103,OUT049
DRD15,3375.1612818265203,OUT018
FDV58,3096.6719165533946,OUT013
FDP21,3110.155450464282,OUT049
FDH05,3744.041849795123,OUT013
FDR10,4032.643416461004,OUT027
NCP06,2290.681087378808,OUT045
FDF33,1827.790996322871,OUT049
DRK37,3011.9937275822876,OUT013
DRH49,1296.9784441431116,OUT045
FDT58,2687.2838012675197,OUT013
FDD41,1443.7512764936027,OUT018
FDP40,1543.4407143328701,OUT018
FDM51,3145.4708271540153,OUT027
FDO45,-464.7247138339816,OUT010
FDW33,-216.07027823016927,OUT010
FDY24,862.1795170307207,OUT045
FDB10,1849.117266261873,OUT010
FDM40,2391.720907284652,OUT035
NCI06,2944.1767308710237,OUT017
FDW12,447.19518631202516,OUT019
FDX48,3959.42894094965,OUT027
NCW05,3126.001946648998,OUT027
FDX27,1678.2120871604584,OUT017
DRM37,3050.986715782769,OUT045
FDA38,3750.1495169287487,OUT045
FDR36,707.0274102021807,OUT046
FDZ45,3150.8504996501133,OUT046
FDG05,2676.7546152126365,OUT017
FDK28,4108.747456299874,OUT013
FDV47,1332.243955187854,OUT045
FDN21,2490.2192577622095,OUT045
FDP20,3495.587602049654,OUT027
FDI35,2826.4509731670273,OUT045
DRY23,774.0675920911525,OUT013
FDA56,2081.2307041606987,OUT017
FDB09,2000.2871774121795,OUT013
NCO26,3300.7037092834157,OUT027
FDQ49,2265.1215278690865,OUT018
FDI52,3407.6241136077247,OUT027
FDZ44,3335.643560701739,OUT027
FDZ09,2328.2169970059635,OUT018
FDY03,1948.642193803094,OUT049
NCG42,2166.217808645581,OUT017
DRI13,4897.539741558596,OUT027
FDQ32,2086.5276002199466,OUT013
FDW16,1658.5256085833755,OUT035
FDU27,813.5660052131103,OUT046
FDR28,729.0844915689527,OUT010
FDQ49,655.7221257981905,OUT010
FDS37,1870.1069093231486,OUT046
FDW26,3237.076559631274,OUT018
FDX12,3599.889364193587,OUT018
NCP06,2409.698192152833,OUT013
FDW45,409.59774645326434,OUT010
NCN30,1607.3781868972724,OUT049
FDN24,968.4528679357072,OUT049
NCL41,1993.3059035524311,OUT027
FDR02,-129.3118341471611,OUT019
FDD09,984.3613144093524,OUT010
FDS33,-515.1965093781296,OUT010
FDU22,1849.770470840468,OUT045
FDI53,2647.6519832463873,OUT013
DRH01,2863.9274408527394,OUT049
FDX32,2351.910054095465,OUT013
NCP30,383.0874398760669,OUT018
FDB60,3039.6451003533966,OUT045
FDB14,1648.2917617201845,OUT049
NCP02,1075.1051293047094,OUT035
FDJ10,2365.0400567774677,OUT017
FDG34,1828.5879604587612,OUT046
NCB18,1499.068219494753,OUT017
FDM16,1362.1930507852305,OUT049
FDW25,1093.9306041727853,OUT018
FDB35,-405.757357119007,OUT010
DRN11,2281.1586574173252,OUT013
FDF41,1985.964289226099,OUT019
FDH16,1362.3950243693082,OUT045
NCQ50,3081.0804042904,OUT018
DRH23,630.2630283528977,OUT018
DRJ37,2439.060334319237,OUT013
DRJ24,4349.450747340719,OUT027
FDY16,3107.3119327413974,OUT035
FDQ27,1677.421515002985,OUT045
FDZ33,2297.3296641200295,OUT045
FDF29,2082.7125416842346,OUT045
FDA08,2744.2730220896437,OUT049
FDG31,1081.1323822187335,OUT046
FDE34,963.9793273464488,OUT019
NCR30,2627.121032060241,OUT027
FDV33,4271.252334244857,OUT035
DRZ24,1637.1778501008268,OUT018
NCL54,2898.0943453931704,OUT035
FDR12,2888.102147917006,OUT049
NCC54,3780.0520165324715,OUT046
DRN59,791.4707749772108,OUT013
FDX50,-136.92315402217696,OUT019
FDV31,4281.158868012268,OUT027
NCA29,4177.186197441955,OUT027
FDW60,2962.0391412713143,OUT049
FDX08,3002.7804390205415,OUT017
DRD49,3730.376343806483,OUT013
FDD33,3662.715808937816,OUT046
FDW35,755.3095857414214,OUT013
FDJ36,1787.5261079876964,OUT017
FDV51,2796.520315532567,OUT035
FDW36,1713.4181699386052,OUT046
FDH35,2636.5964133031894,OUT046
NCS30,3517.0183519902553,OUT027
FDN49,782.0208003141305,OUT017
FDL08,3626.564370510222,OUT018
FDI09,3865.435505630512,OUT013
FDP19,1787.4913975952409,OUT018
FDU21,-1316.2431465822594,OUT010
NCP41,1641.4409326621876,OUT045
FDY10,1842.065094725671,OUT013
FDP12,394.8703863131078,OUT018
NCN26,1957.9533444395256,OUT049
FDK44,2795.8762770468384,OUT013
FDC28,1870.608537195138,OUT049
FDJ41,5607.169658285231,OUT027
NCT29,2092.9486340372023,OUT035
NCH42,1685.9208881317886,OUT019
FDU60,2430.5972138833504,OUT018
FDS02,3033.7278090314635,OUT045
FDC51,2032.5515796659133,OUT046
FDU03,2971.8509697103864,OUT013
FDX39,3327.2218083418884,OUT045
NCY05,-1315.0747189689148,OUT010
NCL06,5521.043354416626,OUT027
FDD32,1497.4172346059095,OUT035
NCN41,1868.443726720729,OUT045
NCX53,2347.138993551795,OUT049
FDU57,512.953629641613,OUT019
FDQ23,1682.6454654778224,OUT046
FDQ52,3850.382318826891,OUT045
FDC14,661.4048125485687,OUT045
FDY09,2962.492245941174,OUT035
FDQ28,2466.7530628877585,OUT045
FDV25,3506.3949389050854,OUT046
FDJ07,2027.660544739986,OUT035
DRB25,1782.2801873371059,OUT049
FDK52,1676.4507006822787,OUT019
FDY52,2511.5196656196763,OUT027
FDB28,3127.1349196679926,OUT046
FDT36,768.2437113610625,OUT035
FDV25,3626.7144987160555,OUT017
NCN07,3510.443891047405,OUT027
FDC57,3206.10922158956,OUT017
FDQ03,3510.936164492522,OUT018
FDU23,2777.146338453357,OUT017
NCX41,3498.3206656547854,OUT035
NCD06,890.2245238377695,OUT035
FDW08,1645.627229876244,OUT045
NCU29,2392.1631223935365,OUT017
NCE06,2552.1907687809776,OUT013
FDV52,-1.1212975578799842,OUT010
FDB02,2961.784662646159,OUT017
NCR18,642.5840652741742,OUT045
FDK16,1616.9898506939076,OUT049
NCQ29,2125.4745305406286,OUT010
FDZ01,-178.1619476234905,OUT019
FDW27,2672.373316183148,OUT035
FDD17,3489.7485240791,OUT018
FDW39,2909.519170882508,OUT013
DRH59,1110.5652117644327,OUT045
FDS52,1677.856931855032,OUT013
FDU40,4546.719806127525,OUT027
NCF54,2759.8483998741617,OUT013
FDH46,1633.9410275116823,OUT045
NCP14,1727.102335614014,OUT049
FDH50,3065.0505260714936,OUT049
DRF15,527.6366229401358,OUT010
FDV27,2907.4618867464883,OUT027
NCJ06,1998.2940760960546,OUT049
FDN02,2974.2793506769444,OUT018
FDQ51,939.9406546791811,OUT049
FDQ07,3660.360510546209,OUT017
FDS45,1834.5474335685915,OUT049
NCJ06,1847.8236825234826,OUT045
FDD36,2033.836765087413,OUT035
FDY25,2851.899903669984,OUT045
FDU52,2474.04911649705,OUT046
DRK47,3674.8239810296845,OUT017
NCL30,2138.1760185191556,OUT017
FDN22,4160.263985481266,OUT035
